Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
Angola,AGO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,15.834196369121,21.2608056842657,20.1069410228998,20.9261042279001,17.82626378517,16.8222447142506,14.22482628079,20.3840290081998,19.9556566271436,19.9630642352265,19.1593948140793,16.6165495845697,17.6234054770716,17.0652488118416,20.307574107072,19.8912888219892,20.3842360205843,22.0179649033579,22.1032510621213,25.4803884173733,25.4828610894249,24.0980759316387,24.9646618214416,24.4396830159153,22.7801963282831,23.498096951988,23.8744737221415,22.1248654389638,24.7144129205662,25.2200519176355,26.6792999769536,28.1478041542876,31.7214241193656,31.5616371865686,27.0837714677975,31.6746743551437,34.7424758172093,37.9607595728901,41.7993312438043,42.9925150346511,43.8497838995534,48.0100597690859,46.5085539184957,48.3055930097329,,,,,,,
Albania,ALB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,74.6607032875427,77.1741106583994,74.3666339192289,75.3974630495873,75.7464247641652,76.1939197382069,75.8818779112211,78.0247036369265,75.0118130475276,80.9287927914084,78.0379104914866,77.836534442498,78.8759441227688,81.0974774748578,81.4337623759461,77.0583127402526,78.6375113710156,80.3814035334453,79.6938123131685,76.5939750800565,69.8249960719512,56.079290645733,53.4789779579446,54.8469148031933,49.5416411855723,45.453763744009,41.4493402366839,45.2948182996352,58.2387938547152,58.7150980055366,60.9558278415635,63.233130384996,64.5283712223687,65.5782732614305,66.4866805505628,64.4559899021893,65.1223924710814,63.8471757910902,63.4217264005157,63.2390037485134,61.5027652749324,57.7540817221547,56.3953388128232,61.4218013942638,,,,,,,
Argentina,ARG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,92.8843965417758,93.2655509059515,93.3734989863051,91.5377905047007,91.6485582816537,92.1308887183161,92.3762472984253,90.951941331343,91.3661118076995,90.275258791395,90.0171816643094,90.44518434756,89.1618863394368,88.4582640871514,87.1563995094823,88.4504697159391,88.1616585543452,90.1810061304169,91.3792509919561,88.6526051343886,88.8547389577254,88.8059454165094,87.6872288578591,87.0019354398646,87.0920956665239,87.6962835342464,86.8950134337376,86.7851176272838,88.279122414155,88.3875102923294,85.9945441146675,85.8034079487598,86.0147138119322,89.3249676255497,89.0532841465512,88.653227962763,89.2253784916497,90.6517893541905,89.6119931478185,89.503243212831,88.8538111244916,89.0249070672489,88.9660644106576,87.7224074796892,,,,,,,
Armenia,ARM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0440551837946,96.5165669381002,92.7192848878746,82.0637673121603,76.968403123853,84.2510636202063,57.650823952163,70.6360975745997,72.1261074932223,65.2516387031746,70.0489923558026,71.1767448005604,61.8060966393765,65.7106212999384,66.9014276132531,68.0984178691466,67.4958082381311,70.5525640010011,73.2861329083986,68.205458300287,67.4011084886,71.549929885755,77.3329432877543,75.4928438218553,74.5618657137382,,,,,,,
Australia,AUS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,85.9066921051014,86.2519118081624,87.0699343177534,87.1282176890453,87.9758065870172,88.0419910201296,89.241768668373,89.5008498800854,90.1046147901523,90.2696204282356,91.5311097444868,91.1777751858804,91.3055885105058,92.0978248911432,91.8273159566514,91.7809079296036,91.8876225773847,92.6790197830382,92.6549893999076,92.8209410670809,93.1825120512617,92.7755789006832,92.9254455862167,92.8494286413552,93.2067142551973,92.8788547299231,93.4217424604167,93.7386091842654,93.5784282818826,93.852171114404,93.911285686017,93.6887180362575,94.3426600738012,93.7583456095361,93.8864831164866,93.8317701657678,93.6482207629656,93.5126508898552,93.87865070879,93.9279120716678,89.328168190023,98.0530884338196,95.8902147872363,93.88602451318,94.0682126712093,94.2158521823241,94.2831654466102,94.293103951311,94.3514882269806,95.5100585349929,94.4247422153125,94.421655861136,94.3770061151001,93.70804882449,93.386835655426,89.6256301102374,,,,,,
Austria,AUT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,85.4407470888762,86.6094140073205,87.4039052282535,87.8694242222934,89.088399872067,87.9776218275116,87.487815914146,87.745472224895,88.4945394525215,89.511758479888,88.9920425798706,90.1996936930923,90.1237315946295,89.7744624110537,88.6524826113177,88.3989888891821,89.5996842441772,88.1923619073637,87.6089528998579,87.0076277971248,85.8952161640127,83.9637602213638,82.7415870578848,82.4458922245564,81.8351143304607,81.0428122917776,79.7483965569474,79.5788581060508,74.6931538340652,76.5443492778046,79.1323454283578,79.1270071565054,77.2372111742877,77.0111424905957,77.5857075750902,77.9827986809595,78.1981869435088,78.4161240499479,78.5155637093458,76.6073284458913,76.5352922346138,76.8963890335462,77.3108741675121,78.1444293048315,77.699293658191,77.0304294299819,74.6983342403424,72.6297785377108,71.5548631026855,69.8365077164139,70.2670570317288,69.1541833994512,67.3025067863473,66.2538035085394,64.8131564661468,65.6618219894727,,,,,,
Azerbaijan,AZE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9049942153701,99.9029526940148,99.3210106510741,98.5850255250983,98.6647960587745,98.6597331823098,98.3942668679038,97.8980980107919,98.2379538358473,98.0526344009183,98.2879019249229,98.3921182899603,97.3146739728947,96.9492359889219,97.134998981277,97.1165437641463,97.6056206360843,97.764698530017,98.3024770701215,97.9165307110792,96.9324916140822,97.8625715488742,98.4767015665508,98.2112327190642,98.3659900265556,,,,,,,
Belgium,BEL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,99.9220585763079,,,,,99.9268000818201,99.9304317568556,99.7885364364997,99.9009190916956,,99.8288252764552,,,,99.8939104223414,95.9133119867883,94.8136198266922,93.2292938831387,93.4549363407709,93.9613535145082,93.3178152605069,92.0389361672655,89.8843923110409,84.3810633825755,82.6687776127733,79.1509524031172,77.0657691337378,76.4491832362475,76.0851088925547,77.0178499906805,75.8158699605793,76.3970068269749,75.932201019897,75.9350151554047,77.649374811826,77.4056975302647,77.6444837949628,75.8983187385392,77.0485270457957,75.7901428991254,75.8540863960788,75.6282926275786,74.4701814763315,75.232845873978,75.0194585935233,74.7639489844314,73.9425114862405,72.6665499302844,73.3936320880596,72.6400231167136,72.7936170372105,70.2544959262826,71.1157141124069,70.820305796114,72.6525048356486,75.8707843536824,,,,,,
Benin,BEN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,9.04045148410195,11.4224789658217,11.450271920699,11.5809138487745,12.3083925317516,7.69540816622725,8.92907490115918,9.82017818013937,9.7257345435338,9.6979039591882,7.29178469835359,8.53732390333295,8.28318391801911,8.48530161427358,10.1516597262917,8.71648235359086,7.52161469070614,7.27781008792889,5.45782439573539,4.83899802265073,3.8547050809111,3.93128468023306,3.83551065425908,3.86555942305149,3.78088065705484,13.3320500821327,17.3218748641596,17.3304954808638,21.0072842277264,25.4861878174381,27.4652770202784,29.6471225919176,32.0774443011719,32.8223793969496,31.0497602314262,36.3254111857721,39.6692503365258,39.0758613914131,39.8016789157276,41.5541857358705,39.4308677774566,36.1727707383108,36.4750688056578,36.7245813253448,,,,,,,
Bangladesh,BGD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,21.3797084279832,20.7064232290252,24.21142072085,25.4494154452184,24.684872684774,27.4255111979353,27.2929588648206,28.2340554125717,29.4209028267759,32.1460692464068,32.712615985052,34.9602407250899,33.3856773591873,34.9155652264842,37.3267274595712,39.0868474493487,43.8731951040438,44.1850353336689,45.0727052027822,45.5242869773416,44.671039180831,46.7280276168041,49.4568421395676,50.2510969411006,54.4091859282298,56.0774174106019,56.5733508486152,57.6288678437732,57.2751260395643,57.9429198744077,60.7230370992214,61.0466409333535,62.3942704009831,62.4846473380633,63.3403529134445,65.3308779541877,66.4171254531215,67.5800380220186,69.0060269775615,70.969404481067,71.6488390867616,72.6837803852608,72.8616719317204,73.7689379450086,,,,,,,
Bulgaria,BGR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,97.5216127997793,97.3557606341508,96.3901452320256,95.2854931691735,93.8700484375333,91.3621126576582,90.9242075278629,91.4181615193064,91.4282200436628,91.3631076199035,88.0447575372127,87.4775167194143,86.3727948327309,86.1370499485096,85.6505349396562,86.7532758325434,86.7850377184941,84.2101157446559,84.9239683151731,84.1211555653564,81.8730048286446,82.4889241407183,81.9196818576677,79.8478003596429,78.7710016942074,77.4812401154173,76.8216465897374,76.1415318295048,74.7372620633026,72.3850411748848,73.1454631425634,70.4665561092248,74.0906022391055,73.9769293902061,72.9612547766738,72.4792439088174,77.7206583262712,76.1421363788758,73.0238178824845,73.1645429106842,75.0439512978541,72.1871003864391,70.2084792905056,71.0459225220269,,,,,,,
Bosnia and Herzegovina,BIH,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9255693830195,93.7824501078108,91.1722005201748,89.5848897371374,67.3949278846489,67.9820076188538,72.9947078669197,84.7450839649836,85.6124493884509,84.8049778882902,87.8938988502679,87.2958573147568,87.7490470911173,88.8766992747685,89.0009852036468,88.5097094689123,90.4929297770113,91.0714494448242,92.3193142440759,92.6042908128226,91.6526353322398,93.9966429465491,91.9478033227574,92.504002166717,77.5220449672342,,,,,,,
